Shipment_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delay_Status,On_Time_Flag,Origin_City,Origin_State,Origin_Region,Destination_City,Destination_State,Destination_Region,Route_ID,Distance_Miles,Warehouse_ID,Warehouse_City,Warehouse_State,Carrier,Ship_Mode,Product_Category,Product_Weight_kg,Order_Value,Shipping_Cost,Customer_Segment,Customer_ID,Weather_Condition,Traffic_Condition
SHP-2024-0219031,2024-03-04,2024-03-05,,,,,Newark,NJ,East,Columbus,OH,Central,RT-0166,465,WH-006,Seattle,WA,FedEx,Air,Furniture,472.4,4210.13,327.1,B2B,CUST-03863,Clear,Medium
SHP-2021-0259151,2021-02-21,2021-02-26,,,,,Portland,OR,West,New York,NY,East,RT-0073,1979,WH-010,Phoenix,AZ,FedEx,Standard,Food & Beverage,50.82,7379.74,42.0,B2C,CUST-05411,Fog,
SHP-2021-0105802,2021-08-04,2021-08-08,,,,,Los Angeles,CA,West,Minneapolis,MN,Central,RT-0058,2556,WH-006,Seattle,WA,USPS,Ground,Apparel,123.55,12585.24,86.07,B2C,CUST-06114,Clear,Low
SHP-2023-0210071,2023-10-19,2023-10-21,,,,,Philadelphia,PA,East,Kansas City,MO,Central,RT-0122,720,WH-007,Philadelphia,PA,OnTrac,Express,Food & Beverage,164.74,6669.45,165.85,B2C,CUST-02473,Fog,
SHP-2021-0243037,2021-04-20,2021-04-25,,,,,Hartford,CT,East,Nashville,TN,South,RT-0060,1663,WH-006,Seattle,WA,OnTrac,Ground,Furniture,141.43,3404.17,85.1,B2C,CUST-07848,Clear,Low
SHP-2021-0115681,2021-08-23,2021-09-01,,,,,Atlanta,GA,South,Portland,OR,West,RT-0001,467,WH-003,Los Angeles,CA,USPS,Standard,Pharmaceuticals,302.39,9231.71,91.24,B2B,CUST-00935,Storm,Medium
SHP-2023-0170792,2023-05-01,2023-05-04,,,,,Los Angeles,CA,West,Chicago,IL,Central,RT-0143,358,WH-001,Chicago,IL,FedEx,Express,Industrial,126.06,9275.33,81.54,B2B,CUST-01242,Fog,Medium
SHP-2023-0149627,2023-01-02,2023-01-04,,,,,Baltimore,MD,East,Los Angeles,CA,West,RT-0097,1930,WH-006,Seattle,WA,UPS,Express,Apparel,250.98,9356.79,229.52,Government,CUST-04245,Clear,High
SHP-2024-0189780,2024-06-13,2024-06-15,,,,,Philadelphia,PA,East,Kansas City,MO,Central,RT-0049,1387,WH-003,Los Angeles,CA,USPS,Express,Automotive,200.38,13594.85,93.37,B2B,CUST-03282,Storm,Severe
SHP-2022-0148055,2022-04-26,2022-04-29,,,,,Phoenix,AZ,West,Kansas City,MO,Central,RT-0031,2543,WH-001,Chicago,IL,USPS,Express,Electronics,332.28,14313.84,231.56,B2B,CUST-00667,Rain,Low
SHP-2023-0083131,2023-06-03,2023-06-09,,,,,Boston,MA,East,Baltimore,MD,East,RT-0167,2789,WH-001,Chicago,IL,OnTrac,Standard,Automotive,455.84,752.11,68.53,B2B,CUST-01110,Fog,Medium
SHP-2024-0448886,2024-03-11,2024-03-17,,,,,Philadelphia,PA,East,Detroit,MI,Central,RT-0152,2603,WH-002,Dallas,TX,DHL,Standard,Furniture,118.86,5329.46,23.84,B2C,CUST-00328,Fog,High
SHP-2023-0080795,2023-05-16,2023-05-23,,,,,Seattle,WA,West,Philadelphia,PA,East,RT-0165,2230,WH-003,Los Angeles,CA,USPS,Ground,Industrial,427.64,4275.21,104.29,B2C,CUST-03092,Rain,Low
SHP-2024-0043469,2024-09-08,2024-09-14,,,,,Las Vegas,NV,West,Indianapolis,IN,Central,RT-0152,809,WH-004,New York,NY,FedEx,Standard,Medical Supplies,390.04,5309.49,59.31,B2C,CUST-04620,Clear,Low
SHP-2023-0443927,2023-05-05,2023-05-12,,,,,Boston,MA,East,Los Angeles,CA,West,RT-0110,2780,WH-007,Philadelphia,PA,USPS,Standard,Medical Supplies,486.8,4054.95,61.95,B2C,CUST-04224,Clear,Severe
SHP-2023-0286424,2023-12-31,2024-01-10,,,,,Boston,MA,East,Las Vegas,NV,West,RT-0061,1622,WH-009,Minneapolis,MN,USPS,Standard,Automotive,432.63,6873.84,40.69,B2B,CUST-00499,Clear,Severe
SHP-2022-0375578,2022-06-19,2022-06-29,,,,,Atlanta,GA,South,Dallas,TX,South,RT-0117,1695,WH-001,Chicago,IL,DHL,Standard,Furniture,421.58,3247.83,41.7,B2C,CUST-05412,Storm,Severe
SHP-2023-0020423,2023-09-17,2023-09-24,,,,,Portland,OR,West,Miami,FL,South,RT-0112,1616,WH-005,Atlanta,GA,UPS,Ground,Food & Beverage,151.88,7112.74,68.52,B2C,CUST-00500,Storm,Low
SHP-2024-0289475,2024-08-10,2024-08-13,,,,,Newark,NJ,East,Minneapolis,MN,Central,RT-0044,253,WH-002,Dallas,TX,DHL,Express,Furniture,451.44,1355.7,375.42,B2B,CUST-04482,Snow,High
SHP-2023-0132320,2023-09-07,2023-09-09,,,,,Minneapolis,MN,Central,Columbus,OH,Central,RT-0018,1348,WH-008,Houston,TX,OnTrac,Air,Electronics,48.68,14554.36,116.72,B2B,CUST-06270,Rain,High
SHP-2024-0321963,2024-08-01,2024-08-07,,,,,Detroit,MI,Central,New York,NY,East,RT-0150,2438,WH-004,New York,NY,FedEx,Ground,Industrial,128.21,14298.16,40.16,B2B,CUST-00838,Fog,High
SHP-2024-0211337,2024-08-08,2024-08-10,,,,,Columbus,OH,Central,Portland,OR,West,RT-0050,510,WH-010,Phoenix,AZ,FedEx,Express,Food & Beverage,462.18,10040.51,361.14,B2C,CUST-03628,Clear,High
SHP-2022-0349775,2022-06-22,2022-06-29,,,,,Phoenix,AZ,West,Los Angeles,CA,West,RT-0139,448,WH-006,Seattle,WA,UPS,Ground,Food & Beverage,459.62,8254.98,132.64,Government,CUST-01952,Fog,High
SHP-2022-0033346,2022-09-21,2022-09-24,,,,,Atlanta,GA,South,Houston,TX,South,RT-0133,1263,WH-001,Chicago,IL,USPS,Express,Pharmaceuticals,498.31,294.97,404.66,B2B,CUST-06222,Rain,Medium
SHP-2021-0063426,2021-09-10,2021-09-15,,,,,Philadelphia,PA,East,Atlanta,GA,South,RT-0076,2391,WH-004,New York,NY,UPS,Ground,Industrial,336.75,13107.99,63.23,B2B,CUST-04242,Snow,Severe
SHP-2024-0067200,2024-05-15,2024-05-21,,,,,Dallas,TX,South,Miami,FL,South,RT-0188,2998,WH-010,Phoenix,AZ,FedEx,Ground,Automotive,453.33,3528.52,68.73,B2B,CUST-05858,Fog,Low
SHP-2021-0445588,2021-08-28,2021-09-01,,,,,Dallas,TX,South,Philadelphia,PA,East,RT-0181,1528,WH-004,New York,NY,FedEx,Ground,Food & Beverage,166.16,8471.79,81.79,B2B,CUST-03948,Fog,Medium
SHP-2021-0259033,2021-08-08,2021-08-12,,,,,Los Angeles,CA,West,Philadelphia,PA,East,RT-0173,2502,WH-002,Dallas,TX,DHL,Ground,Electronics,284.09,11482.43,77.37,B2C,CUST-02855,Rain,High
SHP-2021-0008651,2021-05-22,2021-05-29,,,,,Nashville,TN,South,Portland,OR,West,RT-0076,1979,WH-004,New York,NY,FedEx,Ground,Furniture,357.98,900.13,124.9,Government,CUST-07278,Clear,Low
SHP-2021-0196346,2021-04-06,2021-04-13,,,,,Baltimore,MD,East,Philadelphia,PA,East,RT-0151,2406,WH-006,Seattle,WA,OnTrac,Standard,Automotive,234.44,10556.62,42.37,B2B,CUST-01793,Rain,High
SHP-2024-0439275,2024-06-06,2024-06-08,,,,,Boston,MA,East,Hartford,CT,East,RT-0100,2398,WH-003,Los Angeles,CA,DHL,Express,Pharmaceuticals,165.71,4414.93,114.02,B2B,CUST-04084,Clear,Medium
SHP-2021-0098099,2021-10-17,2021-10-22,,,,,San Francisco,CA,West,Las Vegas,NV,West,RT-0162,320,WH-001,Chicago,IL,UPS,Ground,Food & Beverage,14.76,9942.95,31.09,B2B,CUST-07855,Clear,High
SHP-2024-0336253,2024-08-07,2024-08-09,,,,,Newark,NJ,East,Indianapolis,IN,Central,RT-0042,1033,WH-006,Seattle,WA,FedEx,Air,Medical Supplies,227.93,3114.16,480.81,B2C,CUST-03953,Snow,Severe
SHP-2024-0305494,2024-06-08,2024-06-11,,,,,Minneapolis,MN,Central,Detroit,MI,Central,RT-0041,361,WH-006,Seattle,WA,DHL,Express,Furniture,85.21,11325.9,85.28,B2B,CUST-06055,Storm,Medium
SHP-2021-0393870,2021-04-17,2021-04-20,,,,,Baltimore,MD,East,Miami,FL,South,RT-0163,2620,WH-001,Chicago,IL,USPS,Express,Automotive,348.95,6454.45,302.58,B2B,CUST-07245,Snow,Medium
SHP-2021-0443156,2021-05-30,2021-06-07,,,,,Atlanta,GA,South,Baltimore,MD,East,RT-0099,1080,WH-004,New York,NY,DHL,Standard,Apparel,45.98,107.23,46.38,B2C,CUST-04713,Rain,High
SHP-2022-0359743,2022-10-20,2022-10-27,,,,,Nashville,TN,South,Houston,TX,South,RT-0031,2297,WH-004,New York,NY,USPS,Standard,Furniture,213.98,10096.96,42.88,B2B,CUST-07122,Rain,High
SHP-2024-0056076,2024-01-17,2024-01-22,,,,,Dallas,TX,South,Portland,OR,West,RT-0144,1727,WH-009,Minneapolis,MN,DHL,Ground,Pharmaceuticals,346.06,1652.34,107.18,B2C,CUST-03119,Fog,Low
SHP-2022-0030202,2022-07-18,2022-07-22,,,,,Newark,NJ,East,Chicago,IL,Central,RT-0030,237,WH-008,Houston,TX,UPS,Ground,Food & Beverage,305.2,14624.5,49.49,B2C,CUST-06636,Clear,Low
SHP-2024-0086496,2024-07-03,2024-07-08,,,,,Las Vegas,NV,West,Kansas City,MO,Central,RT-0013,2360,WH-006,Seattle,WA,UPS,Ground,Electronics,146.89,366.91,36.74,Government,CUST-07964,Snow,Medium
SHP-2023-0241067,2023-03-02,2023-03-09,,,,,Portland,OR,West,Dallas,TX,South,RT-0150,1304,WH-002,Dallas,TX,UPS,Ground,Automotive,207.11,14718.82,35.36,B2C,CUST-02152,Clear,High
SHP-2024-0270382,2024-09-06,2024-09-16,,,,,Los Angeles,CA,West,Phoenix,AZ,West,RT-0028,220,WH-007,Philadelphia,PA,OnTrac,Standard,Pharmaceuticals,32.35,8460.59,26.54,B2B,CUST-05869,Fog,
SHP-2021-0236469,2021-09-05,2021-09-07,,,,,Baltimore,MD,East,San Francisco,CA,West,RT-0008,2250,WH-006,Seattle,WA,USPS,Express,Industrial,407.3,8620.91,282.11,Government,CUST-05908,Clear,Medium
SHP-2022-0397656,2022-10-10,2022-10-13,,,,,Las Vegas,NV,West,New York,NY,East,RT-0183,2405,WH-004,New York,NY,UPS,Express,Apparel,317.46,11602.13,117.42,B2B,CUST-05805,Clear,Low
SHP-2023-0108933,2023-06-19,2023-06-23,,,,,San Francisco,CA,West,Charlotte,NC,South,RT-0006,171,WH-002,Dallas,TX,FedEx,Ground,Apparel,270.01,6185.77,46.0,Government,CUST-04666,Clear,Medium
SHP-2021-0027550,2021-09-14,2021-09-15,,,,,Houston,TX,South,Portland,OR,West,RT-0028,2696,WH-001,Chicago,IL,DHL,Air,Electronics,384.17,11753.5,721.91,B2C,CUST-07477,Rain,Medium
SHP-2021-0375214,2021-10-16,2021-10-20,,,,,New York,NY,East,Houston,TX,South,RT-0145,1851,WH-002,Dallas,TX,UPS,Ground,Electronics,270.3,5712.18,77.58,B2B,CUST-05633,Clear,Low
SHP-2022-0368006,2022-04-20,2022-04-26,,,,,San Francisco,CA,West,Baltimore,MD,East,RT-0188,1378,WH-005,Atlanta,GA,FedEx,Ground,Food & Beverage,406.1,11309.28,101.49,B2B,CUST-06818,,High
SHP-2021-0126156,2021-04-12,2021-04-21,,,,,Phoenix,AZ,West,Miami,FL,South,RT-0140,593,WH-009,Minneapolis,MN,FedEx,Standard,Industrial,172.02,7573.35,52.2,B2C,CUST-00906,Clear,Low
SHP-2023-0032122,2023-06-23,2023-06-24,,,,,Boston,MA,East,Philadelphia,PA,East,RT-0132,83,WH-002,Dallas,TX,FedEx,Air,Furniture,26.3,8562.26,162.79,B2B,CUST-01029,Clear,Severe
SHP-2021-0117197,2021-12-27,2022-01-03,,,,,Columbus,OH,Central,Boston,MA,East,RT-0128,120,WH-009,Minneapolis,MN,UPS,Standard,Food & Beverage,440.09,1463.3,57.18,B2C,CUST-04158,Clear,
SHP-2022-0022906,2022-04-05,2022-04-10,,,,,Atlanta,GA,South,Indianapolis,IN,Central,RT-0143,698,WH-004,New York,NY,DHL,Ground,Electronics,91.11,5271.52,73.95,B2B,CUST-06842,Clear,Medium
SHP-2022-0182062,2022-12-07,2022-12-13,,,,,Detroit,MI,Central,Newark,NJ,East,RT-0080,1439,WH-003,Los Angeles,CA,DHL,Standard,Pharmaceuticals,163.85,5526.0,71.43,B2C,CUST-04864,Storm,Medium
SHP-2021-0087476,2021-08-06,2021-08-11,,,,,Kansas City,MO,Central,Portland,OR,West,RT-0020,596,WH-001,Chicago,IL,UPS,Ground,Electronics,445.0,14617.23,104.15,B2C,CUST-02843,Clear,Severe
SHP-2023-0266385,2023-10-08,2023-10-10,,,,,Dallas,TX,South,Hartford,CT,East,RT-0181,2130,WH-004,New York,NY,FedEx,Air,Industrial,241.43,6979.01,517.24,B2B,CUST-03468,,Medium
SHP-2021-0384236,2021-09-03,2021-09-07,,,,,Boston,MA,East,Portland,OR,West,RT-0111,2151,WH-003,Los Angeles,CA,UPS,Ground,Furniture,48.92,11144.39,25.78,B2B,CUST-03939,Clear,Low
SHP-2023-0032809,2023-04-30,2023-05-09,,,,,Nashville,TN,South,Atlanta,GA,South,RT-0179,1564,WH-009,Minneapolis,MN,DHL,Standard,Food & Beverage,27.5,6749.33,37.93,B2C,CUST-02035,Snow,Low
SHP-2024-0416763,2024-01-17,2024-01-22,,,,,Portland,OR,West,Detroit,MI,Central,RT-0157,329,WH-005,Atlanta,GA,DHL,Standard,Pharmaceuticals,146.08,4464.85,42.32,B2B,CUST-01078,Fog,Severe
SHP-2022-0345877,2022-05-28,2022-06-02,,,,,Portland,OR,West,Baltimore,MD,East,RT-0171,1358,WH-005,Atlanta,GA,FedEx,Ground,Industrial,410.66,9390.31,62.9,Government,CUST-00348,Snow,Severe
SHP-2022-0366089,2022-03-15,2022-03-22,,,,,San Francisco,CA,West,Miami,FL,South,RT-0005,2330,WH-006,Seattle,WA,USPS,Ground,Food & Beverage,343.8,2769.84,90.28,B2B,CUST-02046,Clear,Medium
SHP-2023-0234872,2023-09-25,2023-10-01,,,,,Hartford,CT,East,Philadelphia,PA,East,RT-0113,2928,WH-007,Philadelphia,PA,FedEx,Ground,Automotive,4.97,12112.59,54.99,B2C,CUST-05208,Storm,Medium
SHP-2021-0047615,2021-12-15,2021-12-18,,,,,Portland,OR,West,Portland,OR,West,RT-0181,548,WH-006,Seattle,WA,UPS,Express,Furniture,153.65,4653.55,196.61,B2C,CUST-00019,Clear,Medium
SHP-2023-0142670,2023-11-29,2023-12-03,,,,,Columbus,OH,Central,Atlanta,GA,South,RT-0135,1737,WH-007,Philadelphia,PA,USPS,Ground,Automotive,327.2,12101.57,95.47,B2C,CUST-02106,Snow,Low
SHP-2023-0117529,2023-03-14,2023-03-21,,,,,Atlanta,GA,South,Minneapolis,MN,Central,RT-0037,1879,WH-005,Atlanta,GA,DHL,Ground,Electronics,348.55,6309.32,47.33,B2C,CUST-04000,Rain,Medium
SHP-2022-0384064,2022-03-23,2022-03-30,,,,,San Francisco,CA,West,Columbus,OH,Central,RT-0058,2017,WH-007,Philadelphia,PA,UPS,Ground,Furniture,210.1,5130.02,102.12,B2C,CUST-07662,Rain,Low
SHP-2023-0309626,2023-10-20,2023-10-26,,,,,Columbus,OH,Central,Kansas City,MO,Central,RT-0153,184,WH-006,Seattle,WA,DHL,Standard,Apparel,296.96,10735.27,76.04,B2B,CUST-05774,Clear,Low
SHP-2023-0184064,2023-09-18,2023-09-23,,,,,Boston,MA,East,Kansas City,MO,Central,RT-0044,668,WH-009,Minneapolis,MN,USPS,Ground,Electronics,389.39,10191.19,111.48,B2B,CUST-02224,Clear,Low
SHP-2023-0068625,2023-07-13,2023-07-15,,,,,Las Vegas,NV,West,Detroit,MI,Central,RT-0019,633,WH-009,Minneapolis,MN,USPS,Air,Pharmaceuticals,451.49,1448.1,402.89,B2B,CUST-01380,Clear,Medium
SHP-2024-0024368,2024-03-22,2024-03-31,,,,,Seattle,WA,West,Charlotte,NC,South,RT-0102,734,WH-005,Atlanta,GA,FedEx,Standard,Food & Beverage,300.32,8124.66,91.65,B2C,CUST-07274,Snow,High
SHP-2022-0337708,2022-05-02,2022-05-08,,,,,Kansas City,MO,Central,Portland,OR,West,RT-0024,353,WH-003,Los Angeles,CA,FedEx,Standard,Industrial,44.24,13164.16,20.65,B2B,CUST-07495,Snow,Medium
SHP-2021-0207424,2021-02-22,2021-03-01,,,,,Portland,OR,West,Houston,TX,South,RT-0077,1837,WH-008,Houston,TX,FedEx,Ground,Food & Beverage,143.7,6958.59,31.51,Government,CUST-07144,Clear,Medium
SHP-2023-0227017,2023-12-20,2023-12-30,,,,,Chicago,IL,Central,Houston,TX,South,RT-0094,1791,WH-010,Phoenix,AZ,UPS,Standard,Electronics,38.94,1577.68,21.97,B2C,CUST-04991,Clear,Medium
SHP-2022-0213477,2022-07-11,2022-07-17,,,,,New York,NY,East,Dallas,TX,South,RT-0089,257,WH-006,Seattle,WA,USPS,Ground,Industrial,9.59,9352.09,44.84,B2B,CUST-06916,Rain,Low
SHP-2023-0204797,2023-01-16,2023-01-18,,,,,Kansas City,MO,Central,Kansas City,MO,Central,RT-0096,2431,WH-003,Los Angeles,CA,FedEx,Air,Industrial,356.13,13485.93,620.91,B2C,CUST-00716,Clear,Medium
SHP-2022-0227676,2022-01-15,2022-01-17,,,,,Phoenix,AZ,West,New York,NY,East,RT-0164,1443,WH-003,Los Angeles,CA,DHL,Express,Electronics,404.98,12762.66,161.62,B2C,CUST-07874,Snow,Medium
SHP-2021-0070643,2021-02-08,2021-02-10,,,,,Boston,MA,East,Columbus,OH,Central,RT-0059,994,WH-001,Chicago,IL,UPS,Air,Apparel,251.37,1467.15,476.56,B2C,CUST-07292,,Severe
SHP-2021-0388342,2021-05-12,2021-05-16,,,,,Indianapolis,IN,Central,Nashville,TN,South,RT-0054,1523,WH-007,Philadelphia,PA,USPS,Ground,Apparel,268.16,9171.48,101.11,B2B,CUST-03502,Clear,High
SHP-2023-0052337,2023-03-14,2023-03-16,,,,,Charlotte,NC,South,Indianapolis,IN,Central,RT-0056,1883,WH-009,Minneapolis,MN,UPS,Air,Food & Beverage,174.54,13842.23,241.2,B2B,CUST-06247,Clear,Medium
SHP-2022-0134369,2022-02-17,2022-02-20,,,,,Phoenix,AZ,West,Phoenix,AZ,West,RT-0173,2773,WH-002,Dallas,TX,FedEx,Express,Food & Beverage,218.07,13735.43,162.98,B2C,CUST-04279,Clear,Severe
SHP-2021-0396297,2021-12-23,2021-12-28,,,,,Baltimore,MD,East,San Francisco,CA,West,RT-0109,939,WH-004,New York,NY,FedEx,Ground,Electronics,167.24,5749.22,70.35,B2B,CUST-01213,Fog,Medium
SHP-2024-0037183,2024-11-21,2024-11-28,,,,,Nashville,TN,South,Los Angeles,CA,West,RT-0011,569,WH-009,Minneapolis,MN,FedEx,Ground,Furniture,418.95,415.6,166.38,B2B,CUST-06378,Storm,Low
SHP-2022-0157524,2022-06-18,2022-06-21,,,,,Minneapolis,MN,Central,Charlotte,NC,South,RT-0019,2246,WH-005,Atlanta,GA,FedEx,Express,Pharmaceuticals,142.95,4718.66,77.63,B2B,CUST-05954,,Severe
SHP-2023-0117340,2023-07-12,2023-07-13,,,,,Columbus,OH,Central,Hartford,CT,East,RT-0030,2072,WH-001,Chicago,IL,UPS,Air,Food & Beverage,332.94,14868.07,294.3,B2C,CUST-04770,Clear,High
SHP-2023-0384581,2023-03-31,2023-04-10,,,,,Minneapolis,MN,Central,Charlotte,NC,South,RT-0073,2375,WH-006,Seattle,WA,UPS,Standard,Automotive,453.13,8908.73,34.25,Government,CUST-05440,Clear,Medium
SHP-2024-0181115,2024-08-08,2024-08-13,,,,,Houston,TX,South,San Francisco,CA,West,RT-0025,612,WH-002,Dallas,TX,USPS,Ground,Furniture,185.23,1762.52,66.01,B2C,CUST-00625,Clear,High
SHP-2022-0260971,2022-06-16,2022-06-23,,,,,Indianapolis,IN,Central,Hartford,CT,East,RT-0042,1067,WH-005,Atlanta,GA,FedEx,Standard,Electronics,52.64,13419.49,23.54,Government,CUST-02155,Clear,Low
SHP-2021-0023849,2021-05-20,2021-05-26,,,,,Philadelphia,PA,East,Boston,MA,East,RT-0168,2839,WH-002,Dallas,TX,OnTrac,Ground,Pharmaceuticals,136.08,14110.4,56.89,B2C,CUST-07234,Rain,Medium
SHP-2022-0259074,2022-04-17,2022-04-24,,,,,New York,NY,East,Portland,OR,West,RT-0111,1059,WH-009,Minneapolis,MN,FedEx,Standard,Pharmaceuticals,480.04,1138.6,77.7,B2C,CUST-06986,Fog,Low
SHP-2023-0021079,2023-07-09,2023-07-11,,,,,Baltimore,MD,East,Boston,MA,East,RT-0052,2505,WH-001,Chicago,IL,FedEx,Express,Electronics,171.78,3581.99,87.31,B2C,CUST-05114,Clear,High
SHP-2024-0345449,2024-08-29,2024-09-08,,,,,Newark,NJ,East,San Francisco,CA,West,RT-0127,1383,WH-001,Chicago,IL,FedEx,Standard,Industrial,428.9,11768.03,67.54,B2C,CUST-04577,Snow,High
SHP-2024-0066866,2024-04-12,2024-04-14,,,,,Houston,TX,South,Seattle,WA,West,RT-0033,80,WH-002,Dallas,TX,USPS,Express,Apparel,428.3,7905.1,331.58,B2C,CUST-02584,Rain,High
SHP-2023-0340611,2023-07-07,2023-07-12,,,,,Hartford,CT,East,Houston,TX,South,RT-0008,2004,WH-008,Houston,TX,OnTrac,Ground,Electronics,32.2,12916.64,28.74,B2B,CUST-03134,Rain,Medium
SHP-2024-0208281,2024-05-03,2024-05-12,,,,,Philadelphia,PA,East,Seattle,WA,West,RT-0097,2963,WH-009,Minneapolis,MN,USPS,Standard,Medical Supplies,161.56,10596.85,39.48,Government,CUST-04143,Clear,Low
SHP-2023-0251223,2023-11-10,2023-11-15,,,,,Phoenix,AZ,West,Nashville,TN,South,RT-0181,1744,WH-005,Atlanta,GA,USPS,Ground,Apparel,375.37,13422.13,138.76,B2B,CUST-03927,Clear,Severe
SHP-2021-0315593,2021-06-12,2021-06-15,,,,,Philadelphia,PA,East,Los Angeles,CA,West,RT-0200,1363,WH-001,Chicago,IL,USPS,Express,Apparel,237.86,13960.37,151.75,B2B,CUST-00960,Clear,Severe
SHP-2023-0307306,2023-03-17,2023-03-20,,,,,Dallas,TX,South,Seattle,WA,West,RT-0118,2600,WH-004,New York,NY,UPS,Express,Pharmaceuticals,72.23,12786.68,88.32,B2C,CUST-05953,Clear,Low
SHP-2023-0438045,2023-09-17,2023-09-19,,,,,Las Vegas,NV,West,Boston,MA,East,RT-0151,2947,WH-008,Houston,TX,OnTrac,Express,Apparel,341.2,9711.58,285.63,B2B,CUST-02033,Rain,Low
SHP-2021-0299662,2021-03-28,2021-04-01,,,,,Boston,MA,East,Columbus,OH,Central,RT-0135,893,WH-008,Houston,TX,FedEx,Ground,Food & Beverage,274.68,10325.65,75.92,B2B,CUST-01827,Clear,Medium
SHP-2022-0219527,2022-10-08,2022-10-16,,,,,Hartford,CT,East,Seattle,WA,West,RT-0172,203,WH-006,Seattle,WA,FedEx,Standard,Automotive,96.77,2906.38,50.1,B2B,CUST-00312,Clear,Medium
SHP-2022-0002350,2022-12-12,2022-12-14,,,,,San Francisco,CA,West,New York,NY,East,RT-0144,529,WH-009,Minneapolis,MN,UPS,Air,Industrial,184.9,8647.04,466.54,B2B,CUST-02676,Clear,Medium
SHP-2022-0268405,2022-03-11,2022-03-18,,,,,Houston,TX,South,Detroit,MI,Central,RT-0118,1423,WH-005,Atlanta,GA,USPS,Ground,Apparel,296.36,6812.12,97.34,B2C,CUST-07262,Rain,Medium
SHP-2023-0249403,2023-02-22,2023-02-28,,,,,Newark,NJ,East,Las Vegas,NV,West,RT-0132,2396,WH-006,Seattle,WA,FedEx,Standard,Electronics,68.05,6517.28,18.64,B2C,CUST-07301,Rain,High
SHP-2022-0417315,2022-07-31,2022-08-02,,,,,Portland,OR,West,Atlanta,GA,South,RT-0101,1605,WH-002,Dallas,TX,FedEx,Air,Medical Supplies,157.59,12516.61,322.01,B2C,CUST-06770,Clear,Low
SHP-2022-0322368,2022-08-29,2022-09-03,,,,,Las Vegas,NV,West,New York,NY,East,RT-0089,2093,WH-010,Phoenix,AZ,FedEx,Ground,Furniture,245.89,5112.06,72.99,B2B,CUST-04461,Clear,Low
SHP-2021-0305299,2021-12-26,2022-01-02,,,,,Dallas,TX,South,Miami,FL,South,RT-0151,2125,WH-002,Dallas,TX,USPS,Standard,Electronics,387.31,12796.85,108.47,B2B,CUST-03957,Clear,Medium
SHP-2022-0150286,2022-12-11,2022-12-19,,,,,Nashville,TN,South,Chicago,IL,Central,RT-0200,2103,WH-009,Minneapolis,MN,FedEx,Standard,Food & Beverage,378.99,5272.35,92.31,B2B,CUST-00079,Fog,Medium
SHP-2024-0239517,2024-01-24,2024-01-28,,,,,Hartford,CT,East,Phoenix,AZ,West,RT-0005,302,WH-009,Minneapolis,MN,FedEx,Ground,Pharmaceuticals,475.37,12012.09,161.04,B2C,CUST-00821,Fog,Medium
SHP-2024-0171745,2024-07-26,2024-07-30,,,,,Los Angeles,CA,West,Seattle,WA,West,RT-0093,66,WH-008,Houston,TX,UPS,Ground,Industrial,469.29,2526.1,80.2,Government,CUST-02032,Clear,Low
SHP-2024-0209468,2024-03-12,2024-03-18,,,,,Miami,FL,South,Chicago,IL,Central,RT-0055,994,WH-009,Minneapolis,MN,UPS,Standard,Food & Beverage,189.6,10401.92,30.49,B2B,CUST-04014,Rain,Low
SHP-2024-0411933,2024-03-02,2024-03-12,,,,,Hartford,CT,East,Atlanta,GA,South,RT-0192,2917,WH-003,Los Angeles,CA,FedEx,Standard,Industrial,417.8,12622.59,51.82,B2B,CUST-03001,Rain,Low
SHP-2022-0081009,2022-09-30,2022-10-05,,,,,Kansas City,MO,Central,Minneapolis,MN,Central,RT-0052,2210,WH-009,Minneapolis,MN,USPS,Ground,Apparel,465.93,11908.88,148.56,B2B,CUST-07923,,Medium
SHP-2022-0069515,2022-06-07,2022-06-09,,,,,New York,NY,East,Detroit,MI,Central,RT-0154,126,WH-001,Chicago,IL,UPS,Express,Food & Beverage,8.28,5123.63,111.57,B2C,CUST-02717,Clear,High
SHP-2021-0445765,2021-03-30,2021-04-04,,,,,Atlanta,GA,South,Portland,OR,West,RT-0018,455,WH-001,Chicago,IL,FedEx,Ground,Furniture,431.79,819.73,167.13,B2B,CUST-06966,Rain,High
SHP-2021-0224065,2021-03-07,2021-03-09,,,,,Houston,TX,South,Portland,OR,West,RT-0158,1905,WH-007,Philadelphia,PA,FedEx,Express,Electronics,99.63,907.11,159.29,B2C,CUST-06061,Clear,Severe
SHP-2021-0265530,2021-06-12,2021-06-22,,,,,Kansas City,MO,Central,Nashville,TN,South,RT-0057,761,WH-010,Phoenix,AZ,FedEx,Standard,Furniture,228.76,7078.63,69.36,Government,CUST-01990,Clear,Medium
SHP-2021-0376455,2021-01-01,2021-01-02,,,,,Portland,OR,West,Portland,OR,West,RT-0017,2920,WH-005,Atlanta,GA,DHL,Air,Apparel,73.68,4469.29,308.32,B2B,CUST-02917,Storm,Medium
SHP-2021-0431004,2021-10-04,2021-10-07,,,,,Minneapolis,MN,Central,San Francisco,CA,West,RT-0073,1765,WH-007,Philadelphia,PA,USPS,Express,Furniture,357.38,14292.23,299.43,B2C,CUST-01349,Rain,Low
